"1_Mot"	"2_Phono"	"3_Phono_IPA"	"4_Lemme"	"5_Cgram"	"6_CgramOrtho"	"7_Genre"	"8_Nombre"	"9_InfoVER"	"10_FreqMot"	"11_FreqOrtho"	"12_FreqLemme"	"13_CDOrtho"	"14_IsLem"	"15_NbLettres"	"16_NbPhons"	"17_OLD20"	"18_PLD20"	"19_CVOrtho"	"20_CVPhono"	"21_VoisOrtho"	"22_VoisPhono"	"23_NbHomog"	"24_NbHomoph"	"25_SyllPhono"	"26_SyllNb"	"27_SyllCV"	"28_PUOrtho"	"29_PUPhon"	"30_MorphoBase"	"31_MorphoStruct"	"32_MorphoDecomp"	"33_Preval"	"34_PrevalNb"	"35_RT_FLP"	"36_zRT_FLP"	"37_Err_FLP"
garçon	gaRs§	gaʁsɔ̃	garçon	NOM	NOM	m	s	""	181.896	188.528	431.813	39.88212	1	6	5	2.35	1.75	CVCVCVC	CVCCVV	0	5	0	1	gaR-s§	2	CVC-CV	7	5	garce	"0-1-1"	/garc(e).on	100	12	615.4166667	-0.620030907	0
capitaine	kapitEn	kapitɛn	capitaine	NOM	NOM	e	s	""	181.551	181.563	183.551	16.95805	1	9	7	2.55	1.95	CVCVCVVCV	CVCVCVC	0	1	0	1	ka-pi-tEn	3	CV-CV-CVC	9	7	capital	"0-1-1"	/capit(al).aine	100	18	613.4347826	-0.659514655	0
attendre	at@dR	atɑ̃dʁ	attendre	VER	VER	""	p	inf,	180.297	180.506	1269.411	49.96632	1	8	5	1.6	1.1	VCCVCCCV	VCVCC	3	10	0	0	a-t@dR	2	V-CVCC	8	5	tendre	"1-1-1"	_a(d)/tend(re).re	100	26	592.88	-0.731188717	0
grande	gR@d	gʁɑ̃d	grand	ADJ	NOM,ADJ	f	s	""	179.968	189.756	565.278	48.67881	0	6	4	1.4	1.6	CCVCCV	CCVC	7	4	1	3	gR@d	1	CCVC	0	0	""	""	""	96	25	591.375	-0.683792786	0
tomber	t§be	tɔ̃be	tomber	VER	VER	""	p	ind:pre:2,inf,imp:pre:2	179.174	179.307	374.019	49.10900	1	6	4	1.65	1.55	CVCCVC	CVVCV	3	64	0	12	t§-be	2	CV-CV	6	5	tomber	"0-1-1"	/tomb(er).er	100	26	650.5714286	-0.488991733	0.086956522
compris	k§pRi	kɔ̃pʁi	comprendre	VER	VER,ADJ	""	s	ind:pas:1,par:pas:,ind:pas:2	177.228	264.782	830.965	60.49908	0	7	5	1.9	1.65	CVCCCVC	CVVCCV	1	3	1	3	k§-pRi	2	CV-CCV	7	6	prendre	"1-1-1"	_com/pr(endre).is	96	25	660.56	-0.426270137	0
voyez	vwaje	vwaje	voir	VER	VER	""	p	imp:pre:2,inf,ind:pre:2	176.256	176.332	3679.820	44.74434	0	5	5	1.45	1.2	CVVVC	CYVYV	8	11	0	4	vwa-je	2	CYV-YV	0	5	""	""	""	94	19	564.0833333	-0.749287607	0
dehors	d2OR	døɔʁ	dehors	ADV	ADV,NOM,ONO	""	""	""	175.867	213.411	175.902	52.63319	1	6	4	2.4	1.85	CVCVCC	CVVC	0	0	2	2	d2-OR	2	CV-VC	2	3	hors	"1-1-0"	_de/hors	93	16	652.44	-0.486133668	0
personnes	pERsOn	pɛʁsɔn	personne	NOM	NOM	f	p	""	175.177	175.177	440.332	42.76332	0	9	6	2.3	1.85	CVCCVCCVC	CVCCVC	1	1	0	2	pER-sOn	2	CVC-CVC	0	6	personne	"0-1-1"	/personn(e).es	100	21	617.0833333	-0.690460788	0
parents	paR@	paʁɑ̃	parent	NOM	ADJ,NOM	m	p	""	175.155	182.177	187.934	37.08665	0	7	4	1.8	1	CVCVCCC	CVCV	2	29	1	4	pa-R@	2	CV-CV	0	4	""	""	""	90	21	587	-0.845623841	0
génial	Zenjal	ʒenjal	génial	ADJ	ADJ	m	s	""	174.522	174.522	206.304	39.44887	1	6	6	1.8	1.9	CVVCVVC	CVCYVC	1	1	0	2	Ze-njal	2	CV-CYVC	7	6	genie	"0-1-1"	/géni(e).al	96	25	603.9583333	-0.498924161	0
aura	oRa	oʁa	avoir	VER	AUX,VER,NOM	""	s	ind:fut:3	173.937	223.722	13032.016	56.39620	0	4	3	1	1	VVCV	VCV	11	23	2	5	o-Ra	2	V-CV	4	3	aura	"0-1-0"	/aura	83	18	748.9047619	0.044496418	0.086956522
désolée	dezole	dezole	désoler	VER	VER,ADJ	""	s	ind:imp:3,par:pas:	173.807	318.547	490.905	54.90814	0	7	6	1.85	1.65	CVVCVCVVV	CVCVCV	1	7	1	9	de-zo-le	3	CV-CV-CV	0	6	""	""	""	90	21	656.5217391	-0.477692436	0
jeu	Z2	ʒø	jeu	NOM	NOM	m	s	""	173.503	177.218	215.652	40.17606	1	3	2	1.45	1	CVV	CV	7	24	0	1	Z2	1	CV	3	2	jeu	"0-1-0"	/jeu			577.56	-0.876621392	0
guerre	gER	gɛʁ	guerre	NOM	NOM	f	s	""	172.816	184.323	179.959	29.65554	1	6	3	1.8	1	CVVCCV	CVC	2	40	0	3	gER	1	CVC	6	3	guerre	"0-1-0"	/guerre	100	27	646.9166667	-0.536668269	0
devant	d°v@	dəvɑ̃	devant	PRE	PRE,VER,ADV,NOM	""	""	""	171.823	233.339	171.842	56.81568	1	6	4	1.75	1.55	CVCVCC	CVVCV	4	7	3	5	d°-v@	2	CV-CV	6	5	devant	"0-1-0"	/devant	100	21	632.6086957	-0.606705786	0.08
dur	dyR	dyʁ	dur	ADJ	NOM,ADV,ADJ	m	s	""	171.807	188.886	212.085	49.96632	1	3	3	1.05	1	CVC	CVC	15	67	2	12	dyR	1	CVC	3	3	dur	"0-1-0"	/dur			591.826087	-0.756815843	0
pays	pei	pei	pays	NOM	NOM	m	i	""	171.263	171.263	171.291	33.87018	1	4	3	1	1.1	CVVC	CVV	14	12	0	0	pe-i	2	CV-V	4	2	pays	"0-1-0"	/pays	100	19	598.84	-0.68435471	0
semble	s@bl	sɑ̃bl	sembler	VER	VER	""	s	imp:pre:2,sub:pre:3,ind:pre:1,ind:pre:3	171.098	171.130	297.209	44.95101	0	6	4	1.7	1.35	CVCCCV	CVCC	2	8	0	2	s@bl	1	CVCC	0	0	""	""	""	100	22	626	-0.671479347	0
fête	fEt	fɛt	fête	NOM	VER,NOM	f	s	""	169.902	176.516	187.152	32.62554	1	4	3	1.6	1	CVVCV	CVC	5	41	1	11	fEt	1	CVC	5	3	fête	"0-1-1"	/fêt(e).e	100	20	597.5833333	-0.655167359	0.04
retour	R°tuR	ʁətuʁ	retour	NOM	NOM	m	s	""	169.544	169.547	171.060	46.20024	1	6	5	1.95	1.5	CVCVVC	CVVCVC	0	11	0	1	R°-tuR	2	CV-CVC	6	6	tour	"1-1-0"	_re/tour	100	30	577.5	-0.808932766	0
laissé	lese	lese	laisser	VER	VER,NOM	""	s	imp:pre:2,ind:imp:3,par:pas:	168.446	169.642	1354.038	48.31751	0	6	4	1.7	1.2	CVVCCVV	CVCV	2	15	1	7	le-se	2	CV-CV	7	3	laisser	"0-1-1"	/laiss(er).é	100	27	622.88	-0.457199314	0
merde	mERd	mɛʁd	merde	NOM	NOM,VER,ONO	f	s	""	168.377	381.402	176.028	45.15309	1	5	4	1.4	1.2	CVCCV	CVCC	7	26	2	5	mERd	1	CVCC	5	4	merde	"0-1-1"	/merd(e).e	100	20	674.0416667	-0.579384913	0.04
bientôt	bj5to	bjɛ̃to	bientôt	ADV	ADV	""	""	""	168.171	168.171	168.190	46.37477	1	7	5	3.45	2.2	CVVCCVVC	CYVCV	0	0	0	0	bj5-to	2	CYV-CV	5	4	bien	"0-2-0"	/bien/tôt			614.0869565	-0.856674696	0.041666667
essayé	esEje	esɛje	essayer	VER	VER	""	s	ind:imp:3,par:pas:,imp:pre:2	167.820	167.826	837.753	46.75291	0	6	5	1.7	1.55	VCCVVVV	VCVYV	3	7	0	4	e-sE-je	3	V-CV-YV	0	3	""	""	""	100	24	595.4166667	-0.634880172	0
premier	pR2mje	pʁømje	premier	ADJ	ADJ,NOM	m	s	""	167.604	252.829	411.294	56.95805	1	7	6	1.95	2	CCVCVVC	CCVCYV	0	0	1	3	pR2-mje	2	CCV-CYV	7	6	premier	"0-1-0"	/premier	96	29	590.1666667	-0.7657701	0
numéro	nymeRo	nymeʁo	numéro	NOM	NOM	m	s	""	167.468	167.468	184.196	37.06981	1	6	6	2.75	2.15	CVCVVCV	CVCVCV	0	0	0	3	ny-me-Ro	3	CV-CV-CV	7	6	numérique	"0-1-1"	/numér(ique).o	100	27	618.5833333	-0.609935895	0
penser	p@se	pɑ̃se	penser	VER	VER	""	s	ind:imp:3,imp:pre:2,ind:pre:2,inf	167.047	167.212	2085.206	47.75413	1	6	4	1.65	1	CVCCVC	CVCV	3	17	0	14	p@-se	2	CV-CV	6	4	penser	"0-1-1"	/pens(er).er	100	30	603.375	-0.797650531	0
minute	minyt	minyt	minute	NOM	NOM,VER	f	s	""	166.215	167.339	404.247	44.99694	1	6	5	1.8	1.65	CVCVCV	CVCVC	0	21	1	4	mi-nyt	2	CV-CVC	6	5	minute	"0-1-1"	/minut(e).e	100	30	607.56	-0.751555648	0
ainsi	"5si"	ɛ̃si	ainsi	ADV	ADV	""	""	""	166.187	166.187	166.244	39.60961	1	5	3	1.95	1.15	VVCCV	VCV	0	10	0	0	"5-si"	2	V-CV	5	3	ains	"0-2-0"	/ain(s)/si			636.44	-0.492286258	0
essayer	eseje	eseje	essayer	VER	VER	""	p	ind:pre:2,imp:pre:2,inf	165.886	166.120	837.753	47.48469	1	7	5	1.6	1.45	VCCVVVC	VCVYV	4	8	0	1	e-se-je	3	V-CV-YV	7	3	essai	"0-1-1"	/essai/y.er	100	24	642.1363636	-0.539722238	0
h	"9R"	œʁ	h	NOM	NOM	f	s	""	165.519	165.519	166.035	3.38521	1	1	2	1	1	C	VC	25	15	0	6	"9R"	1	VC	1	2	""	""	""					
autant	ot@	otɑ̃	autant	ADV	ADV	""	""	""	165.158	165.158	165.168	48.76914	1	6	3	1.55	1	VVCVCC	VCV	7	18	0	3	o-t@	2	V-CV	6	3	tant	"0-2-0"	/au/tant			645.32	-0.389736704	0
envie	@vi	ɑ̃vi	envie	NOM	VER,NOM	f	s	""	164.744	174.449	167.718	44.41212	1	5	3	1.6	1.3	VCCVV	VCV	1	9	1	6	@-vi	2	V-CV	5	3	envie	"0-1-0"	/envi(e)	89	29	644.5	-0.487158571	0
prend	pR@	pʁɑ̃	prendre	VER	VER	""	s	ind:pre:3	164.566	164.589	1894.187	47.55971	0	5	3	1.8	1	CCVCC	CCV	1	19	0	1	pR@	1	CCV	0	0	""	""	""	95	24	639.5833333	-0.545517836	0
prison	pRiz§	pʁizɔ̃	prison	NOM	NOM	f	s	""	163.864	163.864	168.228	31.14207	1	6	5	1.7	1.55	CCVCVC	CCVCVV	3	78	0	2	pRi-z§	2	CCV-CV	6	5	prise	"0-1-1"	/pris(e).on	100	27	634.28	-0.562626135	0
voudrais	vudRE	vudʁɛ	vouloir	VER	VER	""	s	cnd:pre:1,cnd:pre:2	163.595	163.630	5239.237	44.41519	0	8	5	1.65	1.55	CVVCCVVC	CVCCV	5	8	0	3	vu-dRE	2	CV-CCV	0	0	""	""	""	94	17	717.8695652	-0.265282828	0
travailler	tRavaje	tʁavaje	travailler	VER	VER	""	p	inf,	163.152	163.285	520.703	42.43723	1	10	7	1.9	1.75	CCVCVVCCVC	CCVCVYV	2	3	0	9	tRa-va-je	3	CCV-CV-YV	10	7	travail	"0-1-1"	/travail[l].er	92	26	608.8333333	-0.72078179	0
regarder	R°gaRde	ʁəgaʁde	regarder	VER	VER	""	p	inf,	162.712	162.972	1095.016	46.34874	1	8	7	1.55	1.55	CVCVCCVC	CVVCVCCV	5	6	0	5	R°-gaR-de	3	CV-CVC-CV	8	8	regard	"0-1-1"	/regard.er	96	33	601.04	-0.615716321	0
mot	mo	mo	mot	NOM	NOM	m	s	""	162.478	162.478	259.354	43.55175	1	3	2	1	1	CVC	CV	22	30	0	2	mo	1	CV	3	2	mot	"0-1-0"	/mot			575.8695652	-0.833994046	0
peine	pEn	pɛn	peine	NOM	VER,NOM	f	s	""	162.263	163.949	165.927	46.53705	1	5	3	1.2	1	CVVCV	CVC	9	129	1	8	pEn	1	CVC	5	3	peine	"0-1-1"	/pein(e).e	95	20	657.4583333	-0.340182662	0
attention	at@sj§	atɑ̃sjɔ̃	attention	NOM	NOM,ONO	f	s	""	162.117	256.940	163.184	57.46326	1	9	6	2.25	1.7	VCCVCCVVC	VCVCYVV	0	5	1	2	a-t@-sj§	3	V-CV-CYV	9	6	tendre	"1-1-1"	_a(d)/ten(dre)/t.ion	87	16	568.9090909	-0.783691494	0.043478261
plan	pl@	plɑ̃	plan	NOM	ADJ,NOM	m	s	""	160.392	164.278	194.782	38.36650	1	4	3	1.25	1	CCVC	CCV	6	23	1	5	pl@	1	CCV	4	3	planter	"0-1-0"	/plan(ter)	100	13	605.625	-0.713035129	0.04
rentrer	R@tRe	ʁɑ̃tʁe	rentrer	VER	VER	""	p	ind:pre:2,imp:pre:2,inf	160.307	160.446	465.915	44.16105	1	7	5	1.6	1.4	CVCCCVC	CVCCV	4	31	0	12	R@-tRe	2	CV-CCV	6	5	entrer	"1-1-1"	_r/entr(er).er	95	24	617.6666667	-0.731957882	0
droit	dRwa	dʁwa	droit	NOM	ADJ,NOM,ADV	m	s	""	159.427	231.633	191.851	53.76607	1	5	4	1.75	1.4	CCVVC	CCYV	1	6	2	4	dRwa	1	CCYV	5	4	droit	"0-1-0"	/droit	100	14	566.5217391	-0.793102979	0.041666667
sera	s°Ra	səʁa	être	AUX	VER,NOM,AUX	""	s	ind:fut:3	159.158	630.769	8402.797	84.64636	0	4	4	1.2	1.45	CVCV	CVVCV	9	9	2	4	s°-Ra	2	CV-CV	3	5	""	""	""	100	19	701.4347826	-0.161128237	0
choix	Swa	ʃwa	choix	NOM	NOM	m	i	""	158.563	158.563	158.598	44.23760	1	5	3	1.7	1	CCVVC	CYV	6	17	0	4	Swa	1	CYV	5	1	choix	"0-1-1"	/choi(sir).x	100	20	535.9130435	-0.973746631	0
arrêtez	aREte	aʁɛte	arrêter	VER	VER	""	p	imp:pre:2,ind:pre:2	158.449	158.541	998.823	38.31445	0	7	5	1.95	1.35	VCCVVCVC	VCVCV	2	10	0	0	a-RE-te	3	V-CV-CV	0	0	""	""	""	96	28	606.1666667	-0.653865463	0
pouvoir	puvwaR	puvwaʁ	pouvoir	VER	NOM,VER	""	""	inf,ind:imp:3	158.085	252.541	6267.658	58.33129	1	7	6	1.8	1.8	CVVCVVC	CVCYVC	2	3	1	2	pu-vwaR	2	CV-CYVC	4	3	pouvoir	"0-1-1"	/pouv(oir).oir	100	18	590.52	-0.848491801	0
instant	"5st@"	ɛ̃stɑ̃	instant	NOM	NOM,ADJ	m	s	""	157.962	161.003	164.066	43.72780	1	7	4	1.9	1.75	VCCCVCC	VCCV	0	2	1	3	"5s-t@"	2	VC-CV	7	4	{sta}	"1-1-1"	_in/{st(a)}.ant	86	15	617.8333333	-0.517051262	0
arme	aRm	aʁm	arme	NOM	NOM,VER	f	s	""	157.661	161.155	261.870	29.05083	1	4	3	1.2	1	VCCV	VCC	6	49	1	4	aRm	1	VCC	4	3	arme	"0-1-0"	/arme	100	18	625.7916667	-0.587727292	0
prenez	pR°ne	pʁəne	prendre	VER	VER	""	p	ind:pre:2,imp:pre:2	157.652	157.769	1894.187	41.90141	0	6	5	1.95	1.65	CCVCVC	CCVVCV	0	3	0	0	pR°-ne	2	CCV-CV	0	0	""	""	""	95	24	598.28	-0.643720357	0
entendre	@t@dR	ɑ̃tɑ̃dʁ	entendre	VER	VER	""	p	inf,	156.655	156.842	709.867	46.07471	1	8	5	1.75	1.25	VCCVCCCV	VCVCC	3	8	0	0	@-t@dR	2	V-CVCC	7	5	entendre	"0-1-1"	/entend(re).re	100	25	643.1304348	-0.595063406	0
vieux	vj2	vjø	vieux	ADJ	NOM,ADJ	m	i	""	156.402	241.025	246.070	50.39957	1	5	3	1.55	1.35	CVVVC	CYV	7	10	1	1	vj2	1	CYV	4	3	vieil	"0-1-0"	/vie(il/u)x	100	22	642.24	-0.602808263	0
parfois	paRfwa	paʁfwa	parfois	ADV	ADV	""	""	""	156.180	156.184	156.187	42.99449	1	7	6	1.85	1.95	CVCCVVC	CVCCYV	1	0	0	0	paR-fwa	2	CVC-CYV	5	5	fois	"1-1-0"	_par/fois			638.6666667	-0.59838734	0.04
facile	fasil	fasil	facile	ADJ	ADJ	e	s	""	155.772	155.775	163.873	46.33650	1	6	5	1.9	1.8	CVCVCV	CVCVC	0	5	0	1	fa-sil	2	CV-CVC	6	5	facile	"0-1-0"	/facile	100	30	605.0833333	-0.751974366	0
ensuite	@s8it	ɑ̃sɥit	ensuite	ADV	ADV	""	""	""	155.364	155.367	155.377	42.23668	1	7	5	1.85	1.8	VCCVVCV	VCYVC	2	2	0	0	@-s8it	2	V-CYVC	6	5	suivre	"1-1-0"	_en/suite			625.0833333	-0.674358804	0
faute	fot	fot	faute	NOM	VER,NOM	f	s	""	155.165	155.418	159.028	42.65309	1	5	3	1.15	1	CVVCV	CVC	11	57	1	4	fot	1	CVC	5	3	faute	"0-1-1"	/faut(e).e	93	15	660.84	-0.366857312	0
changer	S@Ze	ʃɑ̃ʒe	changer	VER	VER	""	p	inf,	154.592	154.722	429.905	44.25138	1	7	4	1.6	1.35	CCVCCVC	CVCV	5	9	0	10	S@-Ze	2	CV-CV	7	4	change	"0-1-1"	/chang(e).er	96	25	621.2608696	-0.616968529	0
depuis	d°p8i	dəpɥi	depuis	ADV	ADV,PRE	""	""	""	154.323	663.491	154.332	86.98102	1	6	5	2.15	2.6	CVCVVC	CVVCYV	0	0	1	1	d°-p8i	2	CV-CYV	2	3	puis	"0-2-0"	/de/puis			659.92	-0.462999192	0
garder	gaRde	gaʁde	garder	VER	VER	""	p	inf,	154.310	154.475	363.408	45.75015	1	6	5	1.3	1.3	CVCCVC	CVCCV	9	10	0	9	gaR-de	2	CVC-CV	6	5	garde	"0-1-1"	/gard(e).er	96	29	592.2173913	-0.649152302	0
d'abord	dabOR	dabɔʁ	d'abord	ADV	ADV	""	""	""	154.047	154.047	154.380	45.84966	1	7	5	2.85	1.75	C'VCVCC	CVCVC	0	4	0	0	da-bOR	2	CV-CVC	4	4	abord	"0-2-0"	/de/abord					
mauvais	movE	movɛ	mauvais	ADJ	ADJ,NOM,ADV	m	i	""	153.155	164.538	297.278	45.78536	1	7	4	1.85	1.5	CVVCVVC	CVCV	2	8	2	2	mo-vE	2	CV-CV	7	4	mal	"0-1-0"	/ma(l/u)vais	100	26	605.2	-0.610416377	0
peuvent	p9v	pœv	pouvoir	VER	VER	""	p	ind:pre:3	152.810	152.829	6267.658	43.72168	0	7	3	1.9	1.35	CVVCVCC	CVC	1	12	0	0	p9v	1	CVC	0	0	""	""	""	95	21	644.5833333	-0.387582028	0
d'autres	dotR	dotʁ	d'autres	ADJ:ind	PRO:ind,ADJ:ind	""	p	""	152.525	216.668	152.715	55.16840	1	8	4	2.9	1.55	C'VVCCVC	CVCC	0	8	1	1	dotR	1	CVCC	4	4	""	"0-0-0"	""					
film	film	film	film	NOM	NOM	m	s	""	152.392	152.399	199.449	24.53460	1	4	4	1.55	1.05	CVCC	CVCC	3	32	0	4	film	1	CVCC	4	4	""	"0-1-0"	/§film§	95	24	541.84	-1.042011076	0
allait	alE	alɛ	aller	VER	VER	""	s	ind:imp:3	152.345	152.351	9795.946	43.29761	0	6	3	1.45	1	VCCVVC	VCV	2	30	0	4	a-lE	2	V-CV	0	0	""	""	""	100	17	686.4782609	0.061683809	0
croyais	kRwajE	kʁwajɛ	croire	VER	VER	""	s	ind:imp:1,ind:imp:2	151.858	151.858	1612.497	43.60380	0	7	6	1.8	1.6	CCVVVVC	CCYVYV	3	7	0	2	kRwa-jE	2	CCYV-YV	0	0	""	""	""	94	18	719	-0.095821341	0.12
l'un	l1	lœ̃	l'un	PRO:ind	PRO:ind	m	s	""	151.554	151.557	152.025	43.07103	1	4	2	1.95	1.25	C'VC	CV	0	11	0	0	l1	1	CV	4	2	le	"0-2-0"	/l'/un					
travaille	tRavaj	tʁavaj	travailler	VER	VER	""	""	sub:pre:3,ind:pre:1,ind:pre:3,imp:pre:2,sub:pre:1	151.190	151.228	520.703	42.14789	0	9	6	1.8	1.75	CCVCVVCCV	CCVCVY	1	20	0	4	tRa-vaj	2	CCV-CVY	0	6	""	""	""	92	26	745.7727273	-0.023968324	0
année	ane	ane	année	NOM	NOM	f	s	""	150.924	150.927	360.839	36.31353	1	5	3	1.6	1	VCCVVV	VCV	4	19	0	1	a-ne	2	V-CV	6	3	an	"0-1-1"	/an[n].ée	100	19	682.7391304	-0.280402343	0.08
plaisir	pleziR	pleziʁ	plaisir	NOM	NOM	m	s	""	150.440	151.259	155.028	41.47122	1	7	6	2.35	2.05	CCVVCVC	CCVCVC	0	0	0	1	ple-ziR	2	CCV-CVC	6	5	plaire	"0-1-1"	/plai(re)/s.ir	100	28	588.48	-0.706058066	0
fera	f°Ra	fəʁa	faire	VER	VER	""	s	ind:fut:3	150.313	150.316	9061.728	44.99235	0	4	4	1.25	1.7	CVCV	CVVCV	7	29	0	1	f°-Ra	2	CV-CV	0	0	""	""	""	100	19	697.3913043	-0.059830363	0.08
rendre	R@dR	ʁɑ̃dʁ	rendre	VER	VER	""	p	inf,	150.196	150.411	495.472	45.52358	1	6	4	1.4	1	CVCCCV	CVCC	9	16	0	0	R@dR	1	CVCC	5	4	rendre	"0-1-1"	/rend(re).re	96	29	619.32	-0.57299314	0
entrer	@tRe	ɑ̃tʁe	entrer	VER	VER	""	p	inf,	150.127	151.019	383.965	42.48010	1	6	4	1.55	1.1	VCCCVC	VCCV	4	11	0	7	@-tRe	2	V-CCV	6	4	entrer	"0-1-1"	/entr(er).er	97	35	593.56	-0.618370314	0
agent	aZ@	aʒɑ̃	agent	NOM	NOM	m	s	""	149.899	149.902	191.737	23.34048	1	5	3	1.45	1	VCVCC	VCV	4	16	0	1	a-Z@	2	V-CV	5	3	agir	"0-1-1"	/ag(ir).ent	100	27	612.3478261	-0.391890262	0.08
tour	tuR	tuʁ	tour	NOM	NOM	e	s	""	149.402	149.405	166.497	40.93846	1	4	3	1	1	CVVC	CVC	15	150	0	5	tuR	1	CVC	4	3	tour	"0-1-0"	/tour	100	15	657.12	-0.456195854	0
parles	paRl	paʁl	parler	VER	VER	""	s	ind:pre:2,ind:pre:1,sub:pre:2,sub:pre:1	149.307	149.348	2026.244	43.09706	0	6	4	1.05	1	CVCCVC	CVCC	14	18	0	2	paRl	1	CVCC	0	0	""	""	""	100	19	720.3809524	0.031887484	0.16
route	Rut	ʁut	route	NOM	VER,NOM	f	s	""	148.354	148.911	160.231	38.25781	1	5	3	1	1	CVVCV	CVC	11	33	1	4	Rut	1	CVC	5	3	route	"0-1-1"	/rout(e).e	100	25	595.32	-0.794392933	0
commence	kom@s	komɑ̃s	commencer	VER	VER	""	s	ind:pre:1,sub:pre:3,imp:pre:2,ind:pre:3	148.342	148.408	511.149	45.06583	0	8	5	1.7	1.5	CVCCVCCV	CVCVC	3	25	0	2	ko-m@s	2	CV-CVC	0	0	""	""	""	95	23	583.44	-0.759771107	0
lieu	lj2	ljø	lieu	NOM	NOM	m	s	""	147.595	147.595	175.820	43.12768	1	4	3	1.25	1.25	CVVV	CYV	9	12	0	4	lj2	1	CYV	4	3	lieu	"0-1-0"	/lieu	100	16	592.72	-0.699287122	0
attend	at@	atɑ̃	attendre	VER	VER	""	""	inf,ind:pre:3	147.392	147.418	1269.411	41.96724	0	6	3	1.75	1	VCCVCC	VCV	1	22	0	2	a-t@	2	V-CV	0	0	""	""	""	100	26	629.8695652	-0.620228647	0.041666667
marche	maRS	maʁʃ	marcher	VER	VER,NOM	""	s	imp:pre:2,sub:pre:3,ind:pre:3,ind:pre:1	147.187	185.503	353.823	49.30649	0	6	4	1.6	1	CVCCCV	CVCC	3	44	1	4	maRS	1	CVCC	6	4	marcher	"0-1-1"	/march(er).e	100	31	612.6	-0.681553971	0
heureux	"2R2"	øʁø	heureux	ADJ	NOM,ADJ	m	i	""	147.108	154.987	242.728	39.97857	1	7	3	2.45	1.65	CVVCVVC	VCV	1	4	1	1	"2-R2"	2	V-CV	7	3	heur	"0-1-1"	/heur.eux	100	16	585.0416667	-0.882443823	0
propre	pROpR	pʁɔpʁ	propre	ADJ	NOM,ADJ	e	s	""	146.943	156.222	195.016	44.64942	1	6	5	1.9	1.95	CCVCCV	CCVCC	0	0	1	3	pROpR	1	CCVCC	6	5	propre	"0-1-1"	/propr(e).e	95	23	590.3913043	-0.607711423	0.08
puis	p8i	pɥi	pouvoir	VER	ADV,CON,VER	""	s	ind:pre:1	146.307	490.949	6267.658	75.07195	0	4	3	1	1	CVVC	CYV	17	18	2	4	p8i	1	CYV	4	3	puis	"0-1-0"	/puis	95	21	668.5	-0.284532365	0.04
voit	vwa	vwa	voir	VER	VER	""	s	ind:pre:3	146.285	146.297	3679.820	42.72811	0	4	3	1.3	1	CVVC	CYV	11	19	0	10	vwa	1	CYV	0	3	""	""	""	94	19	624.9583333	-0.528891969	0
devons	d°v§	dəvɔ̃	devoir	VER	NOM,VER	""	p	ind:pre:1,imp:pre:1	146.259	148.997	3830.592	33.51041	0	6	4	1.7	1.85	CVCVCC	CVVCVV	3	1	1	1	d°-v§	2	CV-CV	0	0	""	""	""	95	22	719.3913043	0.014396433	0.041666667
étiez	etje	etje	être	VER	VER,AUX	""	p	ind:imp:2	145.864	172.212	35040.212	43.38641	0	5	4	1.7	1.3	VVCVVC	VCYV	3	6	1	2	e-tje	2	V-CYV	0	4	""	""	""	100	19	624.3636364	-0.524677599	0.083333333
filles	fij	fij	fille	NOM	NOM	f	p	""	145.851	220.022	566.994	39.82701	0	6	3	1.25	1	CVCCVC	CVY	12	27	0	1	fij	1	CVY	0	3	""	""	""	100	20	608	-0.616656682	0
ceci	s°si	səsi	ceci	PRO:dem	PRO:dem	""	s	""	145.763	145.769	145.858	35.73944	1	4	4	1.95	1.95	CVCV	CVVCV	1	1	0	0	s°-si	2	CV-CV	2	5	ce	"0-2-0"	/ce/(i)ci			678.7083333	-0.278580296	0.04
difficile	difisil	difisil	difficile	ADJ	ADJ	e	s	""	145.544	145.547	163.528	42.55971	1	9	7	3.7	2.75	CVCCVCVCV	CVCVCVC	0	0	0	1	di-fi-sil	3	CV-CV-CVC	9	7	facile	"1-1-0"	_di(s)/f/f(a)/icile	100	21	663.92	-0.429864391	0
femmes	fam	fam	femme	NOM	NOM	f	p	""	145.399	205.763	645.807	41.31506	0	6	3	1.75	1	CVCCVC	CVC	2	35	0	3	fam	1	CVC	0	3	""	""	""	100	24	583.28	-0.636075115	0
adore	adOR	adɔʁ	adorer	VER	VER	""	s	sub:pre:3,sub:pre:1,ind:pre:1,ind:pre:3,imp:pre:2	145.326	145.354	243.253	37.12339	0	5	4	1.6	1.25	VCVCV	VCVC	4	13	0	2	a-dOR	2	V-CVC	0	0	""	""	""	100	11	590.9545455	-0.69233156	0.08
service	sERvis	sɛʁvis	service	NOM	NOM	m	s	""	144.997	145.003	182.516	38.97734	1	7	6	1.85	1.8	CVCCVCV	CVCCVC	1	2	0	1	sER-vis	2	CVC-CVC	6	6	servir	"0-1-1"	/serv(ir).ice	100	22	611.0869565	-0.623490597	0
pouvais	puvE	puvɛ	pouvoir	VER	VER	""	s	ind:imp:2,ind:imp:1	144.848	144.851	6267.658	42.72811	0	7	4	1.8	1.4	CVVCVVC	CVCV	3	11	0	2	pu-vE	2	CV-CV	0	0	""	""	""	95	21	738.4583333	0.155273228	0
