"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
3200	lâche	lâche	ADJ	e	17.598	19.386
3201	êtres	être	NOM	m	17.592	97.054
3202	descend	descendre	VER	""	17.582	160.557
3203	jolies	joli	ADJ	f	17.576	186.092
3204	décès	décès	NOM	m	17.573	17.579
3205	froide	froid	ADJ	f	17.560	86.465
3206	anciens	ancien	ADJ	m	17.544	93.329
3207	sexuel	sexuel	ADJ	m	17.541	55.459
3208	physique	physique	ADJ	e	17.525	22.563
3209	palais	palais	NOM	m	17.522	17.528
3210	court	court	ADJ	m	17.509	39.218
3211	no	no	NOM	m	17.491	17.642
3212	bains	bain	NOM	m	17.487	69.741
3213	camarade	camarade	NOM	e	17.475	32.256
3214	avions	avoir	AUX	""	17.472	19741.582
3215	poil	poil	NOM	m	17.459	29.278
3216	cassette	cassette	NOM	f	17.456	23.671
3217	trahi	trahir	VER	m	17.443	46.750
3218	nation	nation	NOM	f	17.443	24.671
3219	dehors	dehors	NOM	m	17.443	17.446
3220	bleu	bleu	NOM	m	17.443	25.241
3221	pourrons	pouvoir	VER	""	17.440	6267.658
3222	électrique	électrique	ADJ	e	17.434	22.734
3223	comptes	compter	VER	""	17.434	221.991
3224	exercice	exercice	NOM	m	17.430	23.462
3225	tenait	tenir	VER	""	17.430	456.877
3226	changera	changer	VER	""	17.427	429.905
3227	deviennent	devenir	VER	""	17.427	430.649
3228	menacé	menacer	VER	""	17.418	53.772
3229	inquiète	inquiet	ADJ	f	17.415	48.804
3230	descendez	descendre	VER	""	17.415	160.557
3231	compliqué	compliquer	VER	m	17.411	30.146
3232	lance	lance	NOM	f	17.411	19.285
3233	commun	commun	NOM	m	17.399	17.734
3234	nerveuse	nerveux	ADJ	f	17.396	51.532
3235	cabine	cabine	NOM	f	17.386	19.278
3236	annonce	annonce	NOM	f	17.377	21.136
3237	actes	acte	NOM	m	17.358	50.098
3238	viol	viol	NOM	m	17.342	19.487
3239	froid	froid	NOM	m	17.339	17.576
3240	étonnant	étonnant	ADJ	m	17.335	21.636
3241	termine	terminer	VER	""	17.329	164.294
3242	nager	nager	VER	""	17.329	27.775
3243	marques	marque	NOM	f	17.326	45.206
3244	libres	libre	ADJ	e	17.323	115.035
3245	scénario	scénario	NOM	m	17.323	20.405
3246	travaux	travail	NOM	m	17.313	427.272
3247	brûlé	brûler	VER	m	17.310	86.573
3248	joue	joue	NOM	f	17.304	21.741
3249	enlevez	enlever	VER	""	17.294	172.383
3250	agression	agression	NOM	f	17.294	20.022
3251	inquiètes	inquiéter	VER	""	17.291	238.377
3252	poussez	pousser	VER	""	17.291	111.981
3253	poubelle	poubelle	NOM	f	17.269	25.611
3254	la plupart	la plupart	PRO:ind	""	17.256	17.263
3255	activité	activité	NOM	f	17.253	30.377
3256	arrangé	arranger	VER	m	17.250	105.345
3257	panne	panne	NOM	f	17.250	18.054
3258	injuste	injuste	ADJ	e	17.250	17.956
3259	angle	angle	NOM	m	17.244	20.829
3260	participer	participer	VER	""	17.241	36.703
3261	uns	uns	PRO:ind	m	17.231	754.383
3262	reçois	recevoir	VER	""	17.228	189.307
3263	fêtes	fête	NOM	f	17.225	187.152
3264	cherchent	chercher	VER	""	17.225	636.981
3265	humour	humour	NOM	m	17.212	17.234
3266	instinct	instinct	NOM	m	17.206	20.411
3267	plateau	plateau	NOM	m	17.206	18.943
3268	pauvres	pauvre	ADJ	e	17.199	109.864
3269	foutu	foutu	ADJ	m	17.168	34.573
3270	revienne	revenir	VER	""	17.165	579.816
3271	semblerait	sembler	VER	""	17.146	297.209
3272	température	température	NOM	f	17.142	19.203
3273	ouah	ouah	ONO	""	17.139	17.180
3274	prête	prêter	VER	""	17.136	47.481
3275	détends	détendre	VER	""	17.136	49.190
3276	rose	rose	ADJ	e	17.114	22.237
3277	semblent	sembler	VER	""	17.111	297.209
3278	taisez	taire	VER	""	17.108	113.146
3279	point	point	ADV	""	17.098	17.139
3280	transformer	transformer	VER	""	17.082	54.187
3281	tape	taper	VER	""	17.082	56.801
3282	autorité	autorité	NOM	f	17.082	32.465
3283	perdu	perdu	ADJ	m	17.079	35.174
3284	neveu	neveu	NOM	m	17.079	21.528
3285	épousé	épouser	VER	""	17.073	99.671
3286	illégal	illégal	ADJ	m	17.054	28.003
3287	mariée	marié	NOM	f	17.051	30.070
3288	vieilles	vieux	ADJ	f	17.047	246.070
3289	tours	tour	NOM	e	17.044	166.497
3290	ivre	ivre	ADJ	e	17.044	19.073
3291	bourse	bourse	NOM	f	17.041	19.190
3292	abruti	abruti	NOM	m	17.038	22.782
3293	élever	élever	VER	""	17.032	49.930
3294	milliards	milliard	NOM	m	17.028	22.734
3295	rattraper	rattraper	VER	""	17.022	35.851
3296	tribu	tribu	NOM	f	17.022	21.453
3297	rumeurs	rumeur	NOM	f	17.016	31.563
3298	jeunesse	jeunesse	NOM	f	17.016	17.519
3299	voisin	voisin	NOM	m	17.006	49.234
3300	coucou	coucou	NOM	m	17.003	17.294
3301	récupéré	récupérer	VER	""	17.003	114.592
3302	vends	vendre	VER	""	17.003	193.614
3303	beurre	beurre	NOM	m	16.984	17.066
3304	langage	langage	NOM	m	16.984	17.231
3305	pouvaient	pouvoir	VER	""	16.981	6267.658
3306	souffrance	souffrance	NOM	f	16.978	23.513
3307	pouls	pouls	NOM	m	16.965	16.965
3308	pommes	pomme	NOM	f	16.962	31.057
3309	témoigner	témoigner	VER	""	16.949	29.801
3310	race	race	NOM	f	16.930	19.579
3311	fini	fini	ADJ	m	16.930	22.633
3312	célibataire	célibataire	ADJ	e	16.915	19.665
3313	libéré	libérer	VER	m	16.911	79.525
3314	mercredi	mercredi	NOM	m	16.905	17.905
3315	lié	lier	VER	m	16.899	46.323
3316	commandé	commander	VER	""	16.896	60.104
3317	figure	figure	NOM	f	16.873	18.759
3318	témoignage	témoignage	NOM	m	16.864	20.544
3319	accueil	accueil	NOM	m	16.854	16.946
3320	échelle	échelle	NOM	f	16.854	17.709
3321	moche	moche	ADJ	e	16.851	19.801
3322	appart	appart	NOM	m	16.848	19.611
3323	mettent	mettre	VER	""	16.835	944.310
3324	brillant	brillant	ADJ	m	16.829	34.108
3325	avancez	avancer	VER	""	16.823	86.858
3326	réception	réception	NOM	f	16.807	17.788
3327	pierres	pierre	NOM	f	16.791	50.861
3328	ailes	aile	NOM	f	16.785	29.019
3329	riches	riche	ADJ	""	16.775	62.649
3330	buvez	boire	VER	""	16.772	266.661
3331	éternité	éternité	NOM	f	16.766	16.864
3332	criminels	criminel	NOM	m	16.763	40.022
3333	nul	nul	PRO:ind	m	16.763	16.769
3334	bombes	bombe	NOM	f	16.763	75.054
3335	commission	commission	NOM	f	16.763	18.491
3336	culture	culture	NOM	f	16.763	21.288
3337	direct	direct	NOM	m	16.759	16.981
3338	biens	bien	NOM	m	16.750	93.054
3339	regardais	regarder	VER	""	16.744	1095.016
3340	réserve	réserve	NOM	f	16.722	22.829
3341	durer	durer	VER	""	16.718	62.759
3342	numéros	numéro	NOM	m	16.715	184.196
3343	eue	avoir	VER	f	16.712	13032.016
3344	feu	feu	ADJ	e	16.709	16.930
3345	matinée	matinée	NOM	f	16.709	17.104
3346	hauteur	hauteur	NOM	f	16.709	18.196
3347	incapable	incapable	ADJ	e	16.687	20.025
3348	intérêts	intérêt	NOM	m	16.687	86.085
3349	indique	indiquer	VER	""	16.680	40.848
3350	pur	pur	ADJ	m	16.674	36.266
3351	option	option	NOM	f	16.642	29.538
3352	gants	gant	NOM	m	16.642	25.082
3353	pénis	pénis	NOM	m	16.617	16.665
3354	devras	devoir	VER	""	16.617	3830.592
3355	enfermé	enfermer	VER	m	16.598	53.551
3356	dégâts	dégât	NOM	m	16.598	17.652
3357	pure	pur	ADJ	f	16.595	36.266
3358	chats	chat	NOM	m	16.592	79.497
3359	causer	causer	VER	""	16.589	65.997
3360	opérations	opération	NOM	f	16.589	81.820
3361	sous-sol	sous-sol	NOM	""	16.585	17.440
3362	baby	baby	NOM	m	16.579	16.642
3363	fouiller	fouiller	VER	""	16.576	47.339
3364	prier	prier	VER	""	16.566	228.595
3365	laboratoire	laboratoire	NOM	m	16.566	18.623
3366	pisser	pisser	VER	""	16.563	30.940
3367	commander	commander	VER	""	16.557	60.104
3368	indice	indice	NOM	m	16.557	27.785
3369	grâce	grâce	NOM	f	16.554	18.680
3370	comédie	comédie	NOM	f	16.547	18.804
3371	chinois	chinois	ADJ	m	16.544	24.070
3372	poudre	poudre	NOM	f	16.538	17.237
3373	sachant	savoir	VER	e	16.535	4973.842
3374	nombreuses	nombreux	ADJ	f	16.532	45.614
3375	danse	danser	VER	""	16.519	105.117
3376	entrepôt	entrepôt	NOM	m	16.516	18.225
3377	baisse	baisser	VER	""	16.516	61.551
3378	apprécier	apprécier	VER	""	16.497	122.218
3379	actuellement	actuellement	ADV	""	16.484	16.497
3380	aient	avoir	AUX	""	16.481	19741.582
3381	union	union	NOM	f	16.481	16.801
3382	bible	bible	NOM	f	16.478	17.237
3383	sortent	sortir	VER	""	16.465	920.845
3384	kilos	kilo	NOM	m	16.462	19.978
3385	places	place	NOM	f	16.456	275.266
3386	stress	stress	NOM	m	16.456	16.462
3387	tunnel	tunnel	NOM	m	16.443	22.329
3388	demi-tour	demi-tour	NOM	m	16.443	16.506
3389	sénateur	sénateur	NOM	m	16.440	20.677
3390	min	min	NOM	m	16.434	17.772
3391	exprès	exprès	ADJ	m	16.434	16.630
3392	avions	avion	NOM	m	16.424	109.649
3393	soirs	soir	NOM	m	16.418	559.304
3394	amen	amen	ONO	""	16.408	16.411
3395	chinois	chinois	NOM	m	16.408	18.152
3396	oeuf	oeuf	NOM	""	16.405	49.842
3397	solide	solide	ADJ	e	16.405	20.832
3398	besoins	besoin	NOM	m	16.389	1070.968
3399	traité	traiter	VER	""	16.383	104.415
3400	finira	finir	VER	""	16.377	539.525
3401	production	production	NOM	f	16.377	18.244
3402	communication	communication	NOM	f	16.377	23.636
3403	accusé	accuser	VER	""	16.361	59.472
3404	salade	salade	NOM	f	16.358	20.038
3405	piégé	piéger	VER	m	16.351	38.924
3406	vampires	vampire	NOM	e	16.351	36.560
3407	panique	panique	NOM	f	16.345	16.465
3408	ressemblait	ressembler	VER	""	16.342	179.915
3409	unités	unité	NOM	f	16.326	55.247
3410	ministère	ministère	NOM	m	16.326	16.747
3411	énerve	énerver	VER	""	16.326	57.848
3412	ennuyeux	ennuyeux	ADJ	m	16.320	22.016
3413	conclu	conclure	VER	m	16.307	32.639
3414	baissez	baisser	VER	""	16.307	61.551
3415	division	division	NOM	f	16.301	17.937
3416	frigo	frigo	NOM	m	16.288	16.766
3417	foie	foie	NOM	m	16.278	16.991
3418	produit	produit	NOM	m	16.263	35.066
3419	venons	venir	VER	""	16.259	2424.339
3420	pari	pari	NOM	m	16.259	29.161
3421	diner	diner	NOM	m	16.256	16.259
3422	fauteuil	fauteuil	NOM	m	16.247	17.807
3423	garce	garce	NOM	f	16.247	461.187
3424	petit-déjeuner	petit-déjeuner	NOM	m	16.244	16.513
3425	enregistré	enregistrer	VER	""	16.241	47.696
3426	taule	taule	NOM	f	16.234	16.275
3427	dispute	dispute	NOM	f	16.234	20.715
3428	tuerai	tuer	VER	""	16.234	967.456
3429	promotion	promotion	NOM	f	16.215	17.291
3430	furieux	furieux	ADJ	m	16.209	24.231
3431	double	double	NOM	m	16.203	17.946
3432	paraître	paraître	VER	""	16.196	92.367
3433	égal	égal	ADJ	m	16.193	24.747
3434	professionnel	professionnel	ADJ	m	16.190	31.598
3435	réfléchis	réfléchir	VER	m	16.184	125.608
3436	naturellement	naturellement	ADV	""	16.177	16.184
3437	livraison	livraison	NOM	f	16.174	19.250
3438	produire	produire	VER	""	16.158	55.921
3439	rage	rage	NOM	f	16.152	16.266
3440	commandant	commandant	ADJ	m	16.149	16.709
3441	grosses	gros	ADJ	f	16.146	289.880
3442	bizarres	bizarre	ADJ	f	16.146	157.111
3443	soutenir	soutenir	VER	""	16.142	49.576
3444	pilules	pilule	NOM	f	16.142	24.617
3445	enterré	enterrer	VER	""	16.142	50.883
3446	saute	sauter	VER	""	16.136	105.171
3447	collection	collection	NOM	f	16.133	16.940
3448	valait	valoir	VER	""	16.111	187.557
3449	serment	serment	NOM	m	16.108	17.139
3450	formation	formation	NOM	f	16.104	16.864
3451	fans	fan	NOM	e	16.101	41.190
3452	restait	rester	VER	""	16.098	924.022
3453	oxygène	oxygène	NOM	m	16.098	16.155
3454	actrice	acteur	NOM	f	16.092	52.734
3455	espion	espion	NOM	m	16.089	27.367
3456	diras	dire	VER	""	16.089	6099.386
3457	voudras	vouloir	VER	""	16.085	5239.237
3458	auras	avoir	AUX	""	16.073	19741.582
3459	viendrai	venir	VER	""	16.073	2424.339
3460	file	file	NOM	f	16.060	17.155
3461	passons	passer	VER	""	16.060	1522.114
3462	reprends	reprendre	VER	""	16.041	117.392
3463	nôtre	nôtre	PRO:pos	""	16.032	34.918
3464	amusez	amuser	VER	""	16.022	135.886
3465	bottes	botte	NOM	f	16.022	21.870
3466	tuera	tuer	VER	""	16.016	967.456
3467	idiots	idiot	NOM	m	16.009	86.427
3468	effrayant	effrayant	ADJ	m	16.009	22.468
3469	trouvait	trouver	VER	""	16.009	1476.832
3470	sous-titres	sous-titre	NOM	m	16.003	17.171
3471	nationale	national	ADJ	f	15.997	32.892
3472	repartir	repartir	VER	""	15.991	48.269
3473	habiller	habiller	VER	""	15.978	52.342
3474	fatiguée	fatiguer	VER	f	15.975	53.987
3475	occupé	occupé	ADJ	m	15.972	26.566
3476	rejoint	rejoindre	VER	m	15.972	107.892
3477	commissariat	commissariat	NOM	m	15.956	16.576
3478	pratiquement	pratiquement	ADV	""	15.949	15.956
3479	arrange	arranger	VER	""	15.949	105.345
3480	objectif	objectif	NOM	m	15.943	20.541
3481	écart	écart	NOM	m	15.930	16.547
3482	efficace	efficace	ADJ	e	15.927	18.899
3483	cochon	cochon	NOM	m	15.927	21.953
3484	adorerais	adorer	VER	""	15.927	243.253
3485	avère	avérer	VER	""	15.924	25.256
3486	interrompre	interrompre	VER	""	15.915	31.054
3487	miens	miens	PRO:pos	m	15.911	116.503
3488	noirs	noir	ADJ	m	15.905	123.854
3489	album	album	NOM	m	15.902	18.693
3490	gus	gus	NOM	m	15.899	15.915
3491	étude	étude	NOM	f	15.892	43.940
3492	phase	phase	NOM	f	15.892	17.095
3493	nu	nu	ADJ	m	15.886	40.367
3494	façons	façon	NOM	f	15.886	279.057
3495	apportez	apporter	VER	""	15.880	176.769
3496	préféré	préférer	VER	m	15.864	148.642
3497	sein	sein	NOM	m	15.864	44.354
3498	attendons	attendre	VER	""	15.861	1269.411
3499	diplôme	diplôme	NOM	m	15.858	20.674
3500	charger	charger	VER	""	15.851	83.199
3501	auteur	auteur	NOM	m	15.848	20.620
3502	clan	clan	NOM	m	15.848	18.437
3503	ignorer	ignorer	VER	""	15.848	165.263
3504	convient	convenir	VER	""	15.842	31.614
3505	robot	robot	NOM	e	15.835	23.459
3506	forts	fort	ADJ	m	15.835	97.541
3507	adultes	adulte	NOM	e	15.829	31.389
3508	électricité	électricité	NOM	f	15.829	15.851
3509	gratuit	gratuit	ADJ	m	15.820	29.848
3510	mignonne	mignon	ADJ	f	15.820	75.041
3511	renseignements	renseignement	NOM	m	15.816	21.747
3512	rompre	rompre	VER	""	15.813	50.680
3513	fenêtres	fenêtre	NOM	f	15.804	73.076
3514	juré	jurer	VER	m	15.791	115.918
3515	cave	cave	NOM	e	15.782	16.959
3516	fiancé	fiancé	NOM	m	15.775	36.044
3517	donnée	donner	VER	""	15.775	1133.864
3518	commerce	commerce	NOM	m	15.766	16.953
3519	vaisseaux	vaisseau	NOM	m	15.766	90.142
3520	laissera	laisser	VER	""	15.766	1354.038
3521	trouveras	trouver	VER	""	15.759	1476.832
3522	dette	dette	NOM	f	15.756	28.652
3523	vérifiez	vérifier	VER	""	15.753	157.104
3524	enchantée	enchanté	ADJ	f	15.734	46.475
3525	étrangers	étranger	NOM	m	15.731	45.816
3526	coeurs	coeur	NOM	m	15.731	284.816
3527	éteindre	éteindre	VER	""	15.728	55.839
3528	commencent	commencer	VER	""	15.715	511.149
3529	blagues	blague	NOM	f	15.712	82.573
3530	prisonnier	prisonnier	NOM	m	15.706	36.250
3531	culpabilité	culpabilité	NOM	f	15.706	15.756
3532	deviez	devoir	VER	""	15.696	3830.592
3533	mettons	mettre	VER	""	15.680	944.310
3534	congrès	congrès	NOM	m	15.677	15.680
3535	gâché	gâcher	VER	""	15.677	54.873
3536	particulièrement	particulièrement	ADV	""	15.674	15.680
3537	dur	dur	NOM	m	15.671	19.500
3538	adoré	adorer	VER	m	15.665	243.253
3539	utilisez	utiliser	VER	""	15.658	321.547
3540	croix	croix	NOM	f	15.646	15.646
3541	expert	expert	NOM	e	15.646	24.313
3542	régime	régime	NOM	m	15.639	16.639
3543	contente	contenter	VER	""	15.639	30.522
3544	attaque	attaquer	VER	""	15.636	107.101
3545	révolution	révolution	NOM	f	15.636	16.358
3546	voeux	voeu	NOM	m	15.633	29.329
3547	mince	mince	ADJ	e	15.633	17.921
3548	travaillais	travailler	VER	""	15.630	520.703
3549	lecture	lecture	NOM	f	15.630	17.237
3550	marie	marier	VER	""	15.614	184.310
3551	doué	douer	VER	""	15.614	30.152
3552	dommage	dommage	ONO	""	15.608	15.608
3553	bats	battre	VER	""	15.604	237.348
3554	influence	influence	NOM	f	15.604	16.468
3555	liens	lien	NOM	m	15.598	58.006
3556	blancs	blanc	NOM	m	15.592	34.949
3557	processus	processus	NOM	m	15.589	15.592
3558	devrez	devoir	VER	""	15.589	3830.592
3559	passés	passer	VER	m	15.585	1522.114
3560	ouverte	ouvert	ADJ	f	15.585	42.218
3561	pareille	pareil	ADJ	f	15.582	99.680
3562	jusque	jusque	PRE	""	15.576	433.392
3563	comté	comté	NOM	m	15.573	16.484
3564	assise	asseoir	VER	f	15.563	267.054
3565	temple	temple	NOM	m	15.560	17.256
3566	adulte	adulte	NOM	e	15.560	31.389
3567	portée	portée	NOM	f	15.560	15.709
3568	tuyau	tuyau	NOM	m	15.557	22.915
3569	trous	trou	NOM	m	15.551	85.389
3570	aïe	aïe	ONO	""	15.551	15.585
3571	mérites	mériter	VER	""	15.547	116.329
3572	sain	sain	ADJ	m	15.547	29.133
3573	annulé	annuler	VER	m	15.538	57.003
3574	restes	reste	NOM	m	15.535	206.734
3575	ouvert	ouvert	ADJ	m	15.522	42.218
3576	mangez	manger	VER	""	15.519	395.060
3577	cellules	cellule	NOM	f	15.509	46.199
3578	réveillée	réveiller	VER	f	15.484	153.171
3579	autrefois	autrefois	ADV	""	15.481	15.487
3580	évidence	évidence	NOM	f	15.475	15.975
3581	veille	veille	NOM	f	15.475	15.734
3582	rouges	rouge	ADJ	e	15.456	83.218
3583	tarte	tarte	NOM	f	15.453	19.899
3584	plaindre	plaindre	VER	""	15.449	54.918
3585	remède	remède	NOM	m	15.443	17.294
3586	cigarettes	cigarette	NOM	f	15.443	35.943
3587	espérer	espérer	VER	""	15.437	337.943
3588	vidéos	vidéo	NOM	e	15.434	56.383
3589	blessée	blesser	VER	""	15.430	121.687
3590	rêver	rêver	VER	""	15.421	84.608
3591	charme	charme	NOM	m	15.418	17.627
3592	morts	mort	ADJ	m	15.415	86.972
3593	bêtises	bêtise	NOM	f	15.405	23.962
3594	caution	caution	NOM	f	15.399	15.804
3595	conduite	conduite	NOM	f	15.396	16.278
3596	couler	couler	VER	""	15.396	41.041
3597	portez	porter	VER	""	15.389	311.816
3598	habitants	habitant	NOM	m	15.377	17.047
3599	enfui	enfuir	VER	m	15.377	73.329
3600	autorités	autorité	NOM	f	15.373	32.465
3601	partage	partager	VER	""	15.370	87.953
3602	fierté	fierté	NOM	f	15.358	15.421
3603	concentre	concentrer	VER	""	15.358	59.006
3604	emporter	emporter	VER	""	15.354	46.911
3605	bol	bol	NOM	m	15.351	16.854
3606	cimetière	cimetière	NOM	m	15.342	16.335
3607	grandir	grandir	VER	""	15.329	72.750
3608	dollar	dollar	NOM	m	15.329	156.816
3609	ressentir	ressentir	VER	""	15.323	105.006
3610	jetez	jeter	VER	""	15.320	186.104
3611	scientifique	scientifique	ADJ	e	15.313	19.402
3612	instructions	instruction	NOM	f	15.304	18.797
3613	définitivement	définitivement	ADV	""	15.304	15.304
3614	diamants	diamant	NOM	m	15.291	25.434
3615	changent	changer	VER	""	15.285	429.905
3616	savaient	savoir	VER	""	15.278	4973.842
3617	termes	terme	NOM	m	15.275	46.956
3618	intelligence	intelligence	NOM	f	15.275	15.443
3619	âmes	âme	NOM	f	15.275	88.886
3620	excitant	excitant	ADJ	m	15.269	19.370
3621	étudié	étudier	VER	m	15.266	64.326
3622	retiré	retirer	VER	""	15.256	93.791
3623	identifié	identifier	VER	""	15.253	49.845
3624	chirurgien	chirurgien	NOM	m	15.253	19.661
3625	résister	résister	VER	""	15.250	32.123
3626	stratégie	stratégie	NOM	f	15.250	17.013
3627	rang	rang	NOM	m	15.250	21.611
3628	septembre	septembre	NOM	m	15.241	15.497
3629	améliorer	améliorer	VER	""	15.241	30.301
3630	renforts	renfort	NOM	m	15.225	23.405
3631	considère	considérer	VER	""	15.215	57.953
3632	rentrons	rentrer	VER	""	15.203	465.915
3633	survie	survie	NOM	f	15.196	15.253
3634	feux	feu	NOM	m	15.193	197.614
3635	micro	micro	NOM	e	15.193	18.456
3636	tournez	tourner	VER	""	15.190	181.108
3637	surement	surement	ADV	""	15.190	15.190
3638	seules	seul	ADJ	f	15.187	808.089
3639	attrapez	attraper	VER	""	15.177	128.756
3640	disponible	disponible	ADJ	e	15.174	20.089
3641	brave	brave	ADJ	e	15.168	20.051
3642	guitare	guitare	NOM	f	15.155	16.345
3643	religion	religion	NOM	f	15.155	17.203
3644	stupides	stupide	ADJ	e	15.152	105.073
3645	correctement	correctement	ADV	""	15.149	15.152
3646	absurde	absurde	ADJ	e	15.146	16.282
3647	lisez	lire	VER	""	15.136	235.218
3648	repris	reprendre	VER	""	15.133	117.392
3649	une	une	ADJ:num	f	15.130	57.370
3650	préfères	préférer	VER	""	15.127	148.642
3651	joueurs	joueur	NOM	m	15.127	37.294
3652	voleurs	voleur	NOM	m	15.120	46.149
3653	pose	pose	NOM	f	15.114	16.051
3654	méchante	méchant	ADJ	f	15.114	49.880
3655	sortes	sorte	NOM	f	15.111	144.449
3656	caractère	caractère	NOM	m	15.108	17.392
3657	prochain	prochain	NOM	m	15.101	32.652
3658	exécution	exécution	NOM	f	15.101	16.491
3659	éléments	élément	NOM	m	15.101	26.497
3660	métro	métro	NOM	m	15.098	15.459
3661	risquer	risquer	VER	""	15.089	94.652
3662	créatures	créature	NOM	f	15.085	35.715
3663	commandement	commandement	NOM	m	15.079	16.816
3664	préférerais	préférer	VER	""	15.063	148.642
3665	personnalité	personnalité	NOM	f	15.054	18.301
3666	dessin	dessin	NOM	m	15.047	25.462
3667	maîtresse	maîtresse	NOM	f	15.047	16.535
3668	léger	léger	ADJ	m	15.041	31.782
3669	rouler	rouler	VER	""	15.032	54.478
3670	amant	amant	NOM	m	15.025	23.538
3671	g	g	NOM	m	15.019	15.756
3672	généreux	généreux	ADJ	m	15.016	21.013
3673	cuisiner	cuisiner	VER	""	15.006	31.291
3674	lampe	lampe	NOM	f	15.006	19.051
3675	tradition	tradition	NOM	f	15.006	19.782
3676	accent	accent	NOM	m	15.006	15.810
3677	écraser	écraser	VER	""	15.000	43.234
3678	meilleurs	meilleur	NOM	m	14.975	104.617
3679	totale	total	ADJ	f	14.965	25.111
3680	chasseur	chasseur	NOM	m	14.965	26.377
3681	nan	nan	ADV	""	14.962	14.962
3682	particulier	particulier	NOM	m	14.962	15.535
3683	traître	traître	NOM	m	14.962	19.389
3684	phrase	phrase	NOM	f	14.956	20.389
3685	courte	court	ADJ	f	14.956	39.218
3686	riz	riz	NOM	m	14.956	14.972
3687	principale	principal	ADJ	f	14.949	43.997
3688	invité	invité	NOM	m	14.949	45.092
3689	ramenez	ramener	VER	""	14.946	188.269
3690	manières	manière	NOM	f	14.946	93.177
3691	putains	putain	NOM	f	14.943	291.794
3692	mn	mn	NOM	""	14.934	14.934
3693	colle	coller	VER	""	14.927	45.098
3694	voudrez	vouloir	VER	""	14.927	5239.237
3695	défi	défi	NOM	m	14.924	18.013
3696	exprimer	exprimer	VER	""	14.915	27.301
3697	ailles	aller	VER	""	14.911	9795.946
3698	reconnaissance	reconnaissance	NOM	f	14.908	15.206
3699	malheureux	malheureux	ADJ	m	14.902	24.177
3700	nerfs	nerf	NOM	m	14.902	20.785
3701	pro	pro	NOM	e	14.896	19.199
3702	couvert	couvrir	VER	m	14.870	85.434
3703	champs	champ	NOM	m	14.870	54.060
3704	sociale	social	ADJ	f	14.864	36.237
3705	r	r	NOM	m	14.864	16.674
3706	connaissiez	connaître	VER	""	14.835	846.060
3707	crée	créer	VER	""	14.835	108.953
3708	embrassé	embrasser	VER	m	14.832	105.475
3709	alerte	alerte	NOM	f	14.829	15.718
